,Gender,Event,Location,Year,Medal,Name,Nationality,Result,Type,Clean_Result
655,W,Heptathlon,Los Angeles,1984,B,Sabine EVERTS,FRG,6363,meters,6363
656,W,Heptathlon,Los Angeles,1984,S,Jackie JOYNER,USA,6385,meters,6385
657,W,Heptathlon,Los Angeles,1984,G,Glynis NUNN,AUS,6390,meters,6390
676,W,Heptathlon,Seoul,1988,B,Anke BEHMER,GDR,6858,meters,6858
677,W,Heptathlon,Seoul,1988,S,Sabine JOHN,GDR,6897,meters,6897
681,W,Heptathlon,Seoul,1988,G,Jackie JOYNER,USA,7291,meters,7291
668,W,Heptathlon,Barcelona,1992,B,Sabine BRAUN,GER,6649,meters,6649
675,W,Heptathlon,Barcelona,1992,S,Irina BELOVA,EUN,6845,meters,6845
680,W,Heptathlon,Barcelona,1992,G,Jackie JOYNER,USA,7044,meters,7044
660,W,Heptathlon,Atlanta,1996,B,Denise LEWIS,GBR,6489,meters,6489
663,W,Heptathlon,Atlanta,1996,S,Natalya SAZANOVICH,BLR,6563,meters,6563
673,W,Heptathlon,Atlanta,1996,G,Ghada SHOUAA,SYR,6780,meters,6780
661,W,Heptathlon,Sydney,2000,B,Natalya SAZANOVICH,BLR,6527,meters,6527
662,W,Heptathlon,Sydney,2000,S,Yelena PROKHOROVA,RUS,6531,meters,6531
664,W,Heptathlon,Sydney,2000,G,Denise LEWIS,GBR,6584,meters,6584
658,W,Heptathlon,Athens,2004,B,Kelly SOTHERTON,GBR,6424,meters,6424
659,W,Heptathlon,Athens,2004,S,Austra SKUJYTE,LTU,6435,meters,6435
678,W,Heptathlon,Athens,2004,G,Carolina KLUFT,SWE,6952,meters,6952
665,W,Heptathlon,Beijing,2008,B,Tatyana CHERNOVA,RUS,6591,meters,6591
666,W,Heptathlon,Beijing,2008,S,Hyleas FOUNTAIN,USA,6619,meters,6619
671,W,Heptathlon,Beijing,2008,G,Natallia DOBRYNSKA,UKR,6733,meters,6733
667,W,Heptathlon,London,2012,B,Tatyana CHERNOVA,RUS,6628,meters,6628
669,W,Heptathlon,London,2012,S,Lilli SCHWARZKOPF,GER,6649,meters,6649
679,W,Heptathlon,London,2012,G,Jessica ENNIS HILL,GBR,6955,meters,6955
670,W,Heptathlon,Rio,2016,B,Brianne THEISEN EATON,CAN,6653,meters,6653
672,W,Heptathlon,Rio,2016,S,Jessica ENNIS HILL,GBR,6775,meters,6775
674,W,Heptathlon,Rio,2016,G,Nafissatou THIAM,BEL,6810,meters,6810
593,M,High Jump,Athens,1896,S,Robert GARRETT,USA,1.65,meters,1.65
594,M,High Jump,Athens,1896,S,James CONNOLLY,USA,1.65,meters,1.65
600,M,High Jump,Athens,1896,G,Ellery CLARK,USA,1.81,meters,1.81
595,M,High Jump,Paris,1900,B,Lajos GÃNCZY,HUN,1.75,meters,1.75
598,M,High Jump,Paris,1900,S,Patrick LEAHY,GBR,1.78,meters,1.78
606,M,High Jump,Paris,1900,G,Irving BAXTER,USA,1.9,meters,1.9
596,M,High Jump,St Louis,1904,S,Garrett SERVISS,USA,1.77,meters,1.77
597,M,High Jump,St Louis,1904,B,Paul WEINSTEIN,GER,1.77,meters,1.77
599,M,High Jump,St Louis,1904,G,Samuel JONES,USA,1.8,meters,1.8
601,M,High Jump,London,1908,S,IstvÃ¡n SOMODI,HUN,1.88,meters,1.88
602,M,High Jump,London,1908,S,Cornelius LEAHY,GBR,1.88,meters,1.88
603,M,High Jump,London,1908,S,Georges ANDRE,FRA,1.88,meters,1.88
605,M,High Jump,London,1908,G,Harry PORTER,USA,1.9,meters,1.9
604,M,High Jump,Stockholm,1912,B,George HORINE,USA,1.89,meters,1.89
607,M,High Jump,Stockholm,1912,S,Hans LIESCHE,GER,1.91,meters,1.91
609,M,High Jump,Stockholm,1912,G,Alma RICHARDS,USA,1.93,meters,1.93
608,M,High Jump,Paris,1924,B,Pierre LEWDEN,FRA,1.92,meters,1.92
610,M,High Jump,Paris,1924,S,Leroy BROWN,USA,1.95,meters,1.95
615,M,High Jump,Paris,1924,G,Harold OSBORN,USA,1.98,meters,1.98
554,W,High Jump,Los Angeles,1932,B,Eva DAWES,CAN,1.6,meters,1.6
558,W,High Jump,Los Angeles,1932,G,Jean SHILEY,USA,1.65,meters,1.65
559,W,High Jump,Los Angeles,1932,S,Mildred DIDRIKSON,USA,1.65,meters,1.65
611,M,High Jump,Los Angeles,1932,G,Duncan MCNAUGHTON,CAN,1.97,meters,1.97
612,M,High Jump,Los Angeles,1932,S,Robert VAN OSDEL,USA,1.97,meters,1.97
613,M,High Jump,Los Angeles,1932,B,Simeon TORIBIO,PHI,1.97,meters,1.97
551,W,High Jump,Berlin,1936,G,Ibolya CSÃK,HUN,1.6,meters,1.6
552,W,High Jump,Berlin,1936,S,Dorothy ODAM,GBR,1.6,meters,1.6
553,W,High Jump,Berlin,1936,B,Elfriede KAUN,GER,1.6,meters,1.6
555,W,High Jump,London,1948,B,Micheline OSTERMEYER,FRA,1.61,meters,1.61
561,W,High Jump,London,1948,G,Alice COACHMAN,USA,1.68,meters,1.68
562,W,High Jump,London,1948,S,Dorothy ODAM,GBR,1.68,meters,1.68
556,W,High Jump,Helsinki,1952,B,Aleksandra CHUDINA,URS,1.63,meters,1.63
557,W,High Jump,Helsinki,1952,S,Sheila LERWILL,GBR,1.65,meters,1.65
560,W,High Jump,Helsinki,1952,G,Esther BRAND,RSA,1.67,meters,1.67
614,M,High Jump,Helsinki,1952,B,Jose TELLES DA CONCEICAO,BRA,1.98,meters,1.98
616,M,High Jump,Helsinki,1952,S,Kenneth WIESNER,USA,2.01,meters,2.01
617,M,High Jump,Helsinki,1952,G,Walt DAVIS,USA,2.04,meters,2.04
563,W,High Jump,Rome,1960,S,Dorothy SHIRLEY,GBR,1.71,meters,1.71
564,W,High Jump,Rome,1960,S,Jaroslawa JÃZWIAKOWSKA,POL,1.71,meters,1.71
567,W,High Jump,Rome,1960,G,Iolanda BALAS,ROU,1.85,meters,1.85
618,M,High Jump,Rome,1960,B,John THOMAS,USA,2.14,meters,2.14
619,M,High Jump,Rome,1960,G,Robert SHAVLAKADZE,URS,2.16,meters,2.16
620,M,High Jump,Rome,1960,S,Valeri BRUMEL,URS,2.16,meters,2.16
565,W,High Jump,Tokyo,1964,B,Taisiya CHENCHIK,URS,1.78,meters,1.78
566,W,High Jump,Tokyo,1964,S,Michele BROWN,AUS,1.8,meters,1.8
568,W,High Jump,Tokyo,1964,G,Iolanda BALAS,ROU,1.9,meters,1.9
621,M,High Jump,Tokyo,1964,B,John RAMBO,USA,2.16,meters,2.16
622,M,High Jump,Tokyo,1964,G,Valeri BRUMEL,URS,2.18,meters,2.18
623,M,High Jump,Tokyo,1964,S,John THOMAS,USA,2.18,meters,2.18
569,W,High Jump,Montreal,1976,S,Sara SIMEONI,ITA,1.91,meters,1.91
570,W,High Jump,Montreal,1976,B,Yordanka BLAGOEVA-DIMITROVA,BUL,1.91,meters,1.91
571,W,High Jump,Montreal,1976,G,Rosemarie WITSCHAS-ACKERMANN,GDR,1.93,meters,1.93
624,M,High Jump,Montreal,1976,B,Dwight STONES,USA,2.21,meters,2.21
625,M,High Jump,Montreal,1976,S,Greg JOY,CAN,2.23,meters,2.23
626,M,High Jump,Montreal,1976,G,Jacek WSZOLA,POL,2.25,meters,2.25
572,W,High Jump,Moscow,1980,S,Urszula KIELAN,POL,1.94,meters,1.94
573,W,High Jump,Moscow,1980,B,Jutta KIRST,GDR,1.94,meters,1.94
575,W,High Jump,Moscow,1980,G,Sara SIMEONI,ITA,1.97,meters,1.97
630,M,High Jump,Moscow,1980,S,Jacek WSZOLA,POL,2.31,meters,2.31
631,M,High Jump,Moscow,1980,B,JÃ¶rg FREIMUTH,GDR,2.31,meters,2.31
650,M,High Jump,Moscow,1980,G,Gerd WESSIG,GDR,2.36,meters,2.36
574,W,High Jump,Barcelona,1992,B,Joanet QUINTERO,CUB,1.97,meters,1.97
578,W,High Jump,Barcelona,1992,S,Galina ASTAFEI,ROU,2,meters,2
582,W,High Jump,Barcelona,1992,G,Heike HENKEL,GER,2.02,meters,2.02
638,M,High Jump,Barcelona,1992,G,Javier SOTOMAYOR,CUB,2.34,meters,2.34
639,M,High Jump,Barcelona,1992,S,Patrik SJÃBERG,SWE,2.34,meters,2.34
640,M,High Jump,Barcelona,1992,B,Tim FORSYTH,AUS,2.34,meters,2.34
641,M,High Jump,Barcelona,1992,B,Artur PARTYKA,POL,2.34,meters,2.34
642,M,High Jump,Barcelona,1992,B,Hollis CONWAY,USA,2.34,meters,2.34
581,W,High Jump,Atlanta,1996,B,Inha BABAKOVA,UKR,2.01,meters,2.01
587,W,High Jump,Atlanta,1996,S,Niki BAKOGIANNI,GRE,2.03,meters,2.03
591,W,High Jump,Atlanta,1996,G,Stefka KOSTADINOVA,BUL,2.05,meters,2.05
646,M,High Jump,Atlanta,1996,B,Steve SMITH,GBR,2.35,meters,2.35
651,M,High Jump,Atlanta,1996,S,Artur PARTYKA,POL,2.37,meters,2.37
654,M,High Jump,Atlanta,1996,G,Charles AUSTIN,USA,2.39,meters,2.39
576,W,High Jump,Sydney,2000,B,Kajsa BERGQVIST,SWE,1.99,meters,1.99
577,W,High Jump,Sydney,2000,B,Oana PANTELIMON,ROU,1.99,meters,1.99
579,W,High Jump,Sydney,2000,G,Yelena YELESINA,RUS,2.01,meters,2.01
580,W,High Jump,Sydney,2000,S,Hestrie CLOETE,RSA,2.01,meters,2.01
632,M,High Jump,Sydney,2000,S,Javier SOTOMAYOR,CUB,2.32,meters,2.32
633,M,High Jump,Sydney,2000,B,Abderrahmane HAMMAD,ALG,2.32,meters,2.32
645,M,High Jump,Sydney,2000,G,Sergey KLYUGIN,RUS,2.35,meters,2.35
583,W,High Jump,Athens,2004,S,Hestrie CLOETE,RSA,2.02,meters,2.02
584,W,High Jump,Athens,2004,B,Vita STYOPINA,UKR,2.02,meters,2.02
592,W,High Jump,Athens,2004,G,Elena SLESARENKO,RUS,2.06,meters,2.06
643,M,High Jump,Athens,2004,S,Matt HEMINGWAY,USA,2.34,meters,2.34
644,M,High Jump,Athens,2004,B,Jaroslav BABA,CZE,2.34,meters,2.34
649,M,High Jump,Athens,2004,G,Stefan HOLM,SWE,2.36,meters,2.36
588,W,High Jump,Beijing,2008,G,Tia HELLEBAUT,BEL,2.05,meters,2.05
589,W,High Jump,Beijing,2008,S,Blanka VLASIC,CRO,2.05,meters,2.05
636,M,High Jump,Beijing,2008,S,Germaine MASON,GBR,2.34,meters,2.34
637,M,High Jump,Beijing,2008,B,Yaroslav RYBAKOV,RUS,2.34,meters,2.34
648,M,High Jump,Beijing,2008,G,Andrey SILNOV,RUS,2.36,meters,2.36
585,W,High Jump,London,2012,S,Brigetta BARRETT,USA,2.03,meters,2.03
586,W,High Jump,London,2012,B,Svetlana SHKOLINA,RUS,2.03,meters,2.03
590,W,High Jump,London,2012,G,Anna CHICHEROVA,RUS,2.05,meters,2.05
627,M,High Jump,London,2012,B,Derek DROUIN,CAN,2.29,meters,2.29
628,M,High Jump,London,2012,B,Mutaz Essa BARSHIM,QAT,2.29,meters,2.29
629,M,High Jump,London,2012,B,Robert GRABARZ,GBR,2.29,meters,2.29
635,M,High Jump,London,2012,S,Erik KYNARD,USA,2.33,meters,2.33
653,M,High Jump,London,2012,G,Ivan UKHOV,RUS,2.38,meters,2.38
634,M,High Jump,Rio,2016,B,Bohdan BONDARENKO,UKR,2.33,meters,2.33
647,M,High Jump,Rio,2016,S,Mutaz Essa BARSHIM,QAT,2.36,meters,2.36
652,M,High Jump,Rio,2016,G,Derek DROUIN,CAN,2.38,meters,2.38
504,M,Javelin Throw,London,1908,B,Otto NILSSON,SWE,47.11,meters,47.11
505,M,Javelin Throw,London,1908,S,Arne HALSE,NOR,50.57,meters,50.57
506,M,Javelin Throw,London,1908,G,Eric LEMMING,SWE,54.83,meters,54.83
507,M,Javelin Throw,Stockholm,1912,B,Mor KOVACS,HUN,55.5,meters,55.5
509,M,Javelin Throw,Stockholm,1912,S,Juho Julius SAARISTO,FIN,58.66,meters,58.66
510,M,Javelin Throw,Stockholm,1912,G,Eric LEMMING,SWE,60.64,meters,60.64
508,M,Javelin Throw,Paris,1924,B,Eugene OBERST,USA,58.35,meters,58.35
511,M,Javelin Throw,Paris,1924,S,Gunnar LINDSTRÃM,SWE,60.92,meters,60.92
512,M,Javelin Throw,Paris,1924,G,Jonni MYYRÃ,FIN,62.96,meters,62.96
456,W,Javelin Throw,Los Angeles,1932,B,Tilly FLEISCHER,GER,43,meters,43
458,W,Javelin Throw,Los Angeles,1932,S,Ellen BRAUMÃLLER,GER,43.49,meters,43.49
459,W,Javelin Throw,Los Angeles,1932,G,Mildred DIDRIKSON,USA,43.68,meters,43.68
513,M,Javelin Throw,Los Angeles,1932,B,Eino PENTTILÃ,FIN,68.7,meters,68.7
514,M,Javelin Throw,Los Angeles,1932,S,Matti SIPPALA,FIN,69.8,meters,69.8
517,M,Javelin Throw,Los Angeles,1932,G,Matti JÃRVINEN,FIN,72.71,meters,72.71
454,W,Javelin Throw,Berlin,1936,B,Maria KWASNIEWSKA,POL,41.8,meters,41.8
457,W,Javelin Throw,Berlin,1936,S,Luise KRÃGER,GER,43.29,meters,43.29
461,W,Javelin Throw,Berlin,1936,G,Tilly FLEISCHER,GER,45.18,meters,45.18
455,W,Javelin Throw,London,1948,B,Lily CARLSTEDT,DEN,42.08,meters,42.08
460,W,Javelin Throw,London,1948,S,Kaisa PARVIAINEN,FIN,43.79,meters,43.79
462,W,Javelin Throw,London,1948,G,Herma BAUMA,AUT,45.57,meters,45.57
463,W,Javelin Throw,Helsinki,1952,B,Yelena GORCHAKOVA,URS,49.76,meters,49.76
464,W,Javelin Throw,Helsinki,1952,S,Aleksandra CHUDINA,URS,50.01,meters,50.01
465,W,Javelin Throw,Helsinki,1952,G,Dana INGROVA-ZATOPKOVA,TCH,50.47,meters,50.47
515,M,Javelin Throw,Helsinki,1952,B,Toivo HYYTIÃINEN,FIN,71.89,meters,71.89
516,M,Javelin Throw,Helsinki,1952,S,William Preston MILLER,USA,72.46,meters,72.46
518,M,Javelin Throw,Helsinki,1952,G,Cy YOUNG,USA,73.78,meters,73.78
466,W,Javelin Throw,Rome,1960,B,Birute KALEDIENE,URS,53.45,meters,53.45
467,W,Javelin Throw,Rome,1960,S,Dana INGROVA-ZATOPKOVA,TCH,53.78,meters,53.78
468,W,Javelin Throw,Rome,1960,G,Elvira OZOLINA,URS,55.98,meters,55.98
519,M,Javelin Throw,Rome,1960,B,Gergely KULCSÃR,HUN,78.57,meters,78.57
520,M,Javelin Throw,Rome,1960,S,Walter KRÃGER,EUA,79.36,meters,79.36
528,M,Javelin Throw,Rome,1960,G,Viktor TSYBULENKO,URS,84.64,meters,84.64
469,W,Javelin Throw,Tokyo,1964,B,Yelena GORCHAKOVA,URS,57.06,meters,57.06
471,W,Javelin Throw,Tokyo,1964,S,Marta ANTAL-RUDAS,HUN,58.27,meters,58.27
475,W,Javelin Throw,Tokyo,1964,G,Mihaela PENES,ROU,60.54,meters,60.54
521,M,Javelin Throw,Tokyo,1964,B,Yanis LUSIS,URS,80.57,meters,80.57
522,M,Javelin Throw,Tokyo,1964,S,Gergely KULCSÃR,HUN,82.32,meters,82.32
523,M,Javelin Throw,Tokyo,1964,G,Pauli NEVALA,FIN,82.66,meters,82.66
470,W,Javelin Throw,Mexico,1968,B,Eva JANKO-EGGER,AUT,58.04,meters,58.04
472,W,Javelin Throw,Mexico,1968,S,Mihaela PENES,ROU,59.92,meters,59.92
474,W,Javelin Throw,Mexico,1968,G,Angela NEMETH,HUN,60.36,meters,60.36
473,W,Javelin Throw,Munich,1972,B,Kathryn Joan SCHMIDT,USA,59.94,meters,59.94
476,W,Javelin Throw,Munich,1972,S,Jacqueline TODTEN,GDR,62.54,meters,62.54
477,W,Javelin Throw,Munich,1972,G,Ruth FUCHS,GDR,63.88,meters,63.88
478,W,Javelin Throw,Montreal,1976,B,Kathryn Joan SCHMIDT,USA,63.96,meters,63.96
480,W,Javelin Throw,Montreal,1976,S,Marion BECKER-STEINER,FRG,64.7,meters,64.7
488,W,Javelin Throw,Montreal,1976,G,Ruth FUCHS,GDR,65.94,meters,65.94
539,M,Javelin Throw,Montreal,1976,B,Gheorghe MEGELEA,ROU,87.16,meters,87.16
541,M,Javelin Throw,Montreal,1976,S,Hannu Juhani SIITONEN,FIN,87.92,meters,87.92
550,M,Javelin Throw,Montreal,1976,G,Miklos NEMETH,HUN,94.58,meters,94.58
492,W,Javelin Throw,Moscow,1980,B,Ute HOMMOLA,GDR,66.56,meters,66.56
495,W,Javelin Throw,Moscow,1980,S,Saida GUNBA,URS,67.76,meters,67.76
499,W,Javelin Throw,Moscow,1980,G,Maria COLON,CUB,68.4,meters,68.4
536,M,Javelin Throw,Moscow,1980,B,Wolfgang HANISCH,GDR,86.72,meters,86.72
544,M,Javelin Throw,Moscow,1980,S,Aleksandr MAKAROV,URS,89.64,meters,89.64
549,M,Javelin Throw,Moscow,1980,G,Dainis KULA,URS,91.2,meters,91.2
525,M,Javelin Throw,Los Angeles,1984,B,Kenth ELDEBRINK,SWE,83.72,meters,83.72
531,M,Javelin Throw,Los Angeles,1984,S,David OTTLEY,GBR,85.74,meters,85.74
537,M,Javelin Throw,Los Angeles,1984,G,Arto HÃRKÃNEN,FIN,86.76,meters,86.76
493,W,Javelin Throw,Barcelona,1992,B,Karen FORKEL,GER,66.86,meters,66.86
497,W,Javelin Throw,Barcelona,1992,S,Natalia SHIKOLENKO,EUN,68.26,meters,68.26
498,W,Javelin Throw,Barcelona,1992,G,Silke RENK,GER,68.34,meters,68.34
524,M,Javelin Throw,Barcelona,1992,B,Steve BACKLEY,GBR,83.38,meters,83.38
534,M,Javelin Throw,Barcelona,1992,S,Seppo RÃTY,FIN,86.6,meters,86.6
545,M,Javelin Throw,Barcelona,1992,G,Jan Å½ELEZNÃ,TCH,89.66,meters,89.66
484,W,Javelin Throw,Atlanta,1996,B,Trine HATTESTAD,NOR,64.98,meters,64.98
486,W,Javelin Throw,Atlanta,1996,S,Louise MCPAUL,AUS,65.54,meters,65.54
496,W,Javelin Throw,Atlanta,1996,G,Heli RANTANEN,FIN,67.94,meters,67.94
538,M,Javelin Throw,Atlanta,1996,B,Seppo RÃTY,FIN,86.98,meters,86.98
540,M,Javelin Throw,Atlanta,1996,S,Steve BACKLEY,GBR,87.44,meters,87.44
542,M,Javelin Throw,Atlanta,1996,G,Jan Å½ELEZNÃ,CZE,88.16,meters,88.16
491,W,Javelin Throw,Sydney,2000,B,Osleidys MENÃNDEZ,CUB,66.18,meters,66.18
494,W,Javelin Throw,Sydney,2000,S,Mirela MANIANI,GRE,67.51,meters,67.51
500,W,Javelin Throw,Sydney,2000,G,Trine HATTESTAD,NOR,68.91,meters,68.91
543,M,Javelin Throw,Sydney,2000,B,Sergey MAKAROV,RUS,88.67,meters,88.67
546,M,Javelin Throw,Sydney,2000,S,Steve BACKLEY,GBR,89.85,meters,89.85
547,M,Javelin Throw,Sydney,2000,G,Jan Å½ELEZNÃ,CZE,90.17,meters,90.17
479,W,Javelin Throw,Athens,2004,B,Mirela MANIANI,GRE,64.29,meters,64.29
487,W,Javelin Throw,Athens,2004,S,Steffi NERIUS,GER,65.82,meters,65.82
503,W,Javelin Throw,Athens,2004,G,Osleidys MENÃNDEZ,CUB,71.53,meters,71.53
529,M,Javelin Throw,Athens,2004,B,Sergey MAKAROV,RUS,84.84,meters,84.84
530,M,Javelin Throw,Athens,2004,S,Vadims VASILEVSKIS,LAT,84.95,meters,84.95
533,M,Javelin Throw,Athens,2004,G,Andreas THORKILDSEN,NOR,86.5,meters,86.5
489,W,Javelin Throw,Beijing,2008,B,Christina OBERGFOLL,GER,66.13,meters,66.13
502,W,Javelin Throw,Beijing,2008,G,Barbora SPOTAKOVA,CZE,71.42,meters,71.42
532,M,Javelin Throw,Beijing,2008,B,Tero PITKAMAKI,FIN,86.16,meters,86.16
535,M,Javelin Throw,Beijing,2008,S,Ainars KOVALS,LAT,86.64,meters,86.64
548,M,Javelin Throw,Beijing,2008,G,Andreas THORKILDSEN,NOR,90.57,meters,90.57
482,W,Javelin Throw,London,2012,B,Linda STAHL,GER,64.91,meters,64.91
485,W,Javelin Throw,London,2012,S,Christina OBERGFOLL,GER,65.16,meters,65.16
501,W,Javelin Throw,London,2012,G,Barbora SPOTAKOVA,CZE,69.55,meters,69.55
526,M,Javelin Throw,London,2012,B,Antti RUUSKANEN,FIN,84.12,meters,84.12
527,M,Javelin Throw,London,2012,G,Keshorn WALCOTT,TTO,84.58,meters,84.58
481,W,Javelin Throw,Rio,2016,B,Barbora SPOTAKOVA,CZE,64.8,meters,64.8
483,W,Javelin Throw,Rio,2016,S,Sunette VILJOEN,RSA,64.92,meters,64.92
490,W,Javelin Throw,Rio,2016,G,Sara KOLAK,CRO,66.18,meters,66.18
391,M,Long Jump,Athens,1896,B,James CONNOLLY,USA,6.11,meters,6.11
392,M,Long Jump,Athens,1896,S,Robert GARRETT,USA,6.18,meters,6.18
393,M,Long Jump,Athens,1896,G,Ellery CLARK,USA,6.35,meters,6.35
396,M,Long Jump,Paris,1900,B,Patrick LEAHY,GBR,6.95,meters,6.95
399,M,Long Jump,Paris,1900,S,Meyer PRINSTEIN,USA,7.175,meters,7.175
401,M,Long Jump,Paris,1900,G,Alvin KRAENZLEIN,USA,7.185,meters,7.185
394,M,Long Jump,St Louis,1904,B,Robert STANGLAND,USA,6.88,meters,6.88
395,M,Long Jump,St Louis,1904,S,Daniel FRANK,USA,6.89,meters,6.89
406,M,Long Jump,St Louis,1904,G,Meyer PRINSTEIN,USA,7.34,meters,7.34
397,M,Long Jump,London,1908,B,Calvin BRICKER,CAN,7.08,meters,7.08
398,M,Long Jump,London,1908,S,Daniel KELLY,USA,7.09,meters,7.09
410,M,Long Jump,London,1908,G,Frank IRONS,USA,7.48,meters,7.48
400,M,Long Jump,Stockholm,1912,B,Georg ABERG,SWE,7.18,meters,7.18
402,M,Long Jump,Stockholm,1912,S,Calvin BRICKER,CAN,7.21,meters,7.21
415,M,Long Jump,Stockholm,1912,G,Albert GUTTERSON,USA,7.6,meters,7.6
403,M,Long Jump,Paris,1924,B,Sverre HANSEN,NOR,7.26,meters,7.26
404,M,Long Jump,Paris,1924,S,Edward Orval GOURDIN,USA,7.275,meters,7.275
408,M,Long Jump,Paris,1924,G,William De Hart HUBBARD,USA,7.445,meters,7.445
407,M,Long Jump,Amsterdam,1928,B,Al BATES,USA,7.4,meters,7.4
413,M,Long Jump,Amsterdam,1928,S,Sylvio CATOR,HAI,7.58,meters,7.58
417,M,Long Jump,Amsterdam,1928,G,Edward Barton HAMM,USA,7.73,meters,7.73
409,M,Long Jump,Los Angeles,1932,B,Chuhei NAMBU,JPN,7.45,meters,7.45
414,M,Long Jump,Los Angeles,1932,S,Lambert REDD,USA,7.6,meters,7.6
416,M,Long Jump,Los Angeles,1932,G,Edward Lansing GORDON,USA,7.64,meters,7.64
418,M,Long Jump,Berlin,1936,B,Naoto TAJIMA,JPN,7.74,meters,7.74
419,M,Long Jump,Berlin,1936,S,Luz LONG,GER,7.87,meters,7.87
424,M,Long Jump,Berlin,1936,G,Jesse OWENS,USA,8.06,meters,8.06
356,W,Long Jump,Helsinki,1952,B,Shirley CAWLEY,GBR,5.92,meters,5.92
357,W,Long Jump,Helsinki,1952,S,Aleksandra CHUDINA,URS,6.14,meters,6.14
359,W,Long Jump,Helsinki,1952,G,Yvette WILLIAMS,NZL,6.24,meters,6.24
405,M,Long Jump,Helsinki,1952,B,ÃâdÃÂ¶n FÃâLDESSY,HUN,7.3,meters,7.3
411,M,Long Jump,Helsinki,1952,S,Meredith GOURDINE,USA,7.53,meters,7.53
412,M,Long Jump,Helsinki,1952,G,Jerome BIFFLE,USA,7.57,meters,7.57
358,W,Long Jump,Rome,1960,B,Hildrun CLAUS,EUA,6.21,meters,6.21
360,W,Long Jump,Rome,1960,S,Elzbieta KRZESINSKA,POL,6.27,meters,6.27
361,W,Long Jump,Rome,1960,G,Vera KOLASHNIKOVA-KREPKINA,URS,6.37,meters,6.37
423,M,Long Jump,Rome,1960,B,Igor TER-OVANESYAN,URS,8.04,meters,8.04
427,M,Long Jump,Rome,1960,S,Irvin ROBERSON,USA,8.11,meters,8.11
428,M,Long Jump,Rome,1960,G,Ralph BOSTON,USA,8.12,meters,8.12
362,W,Long Jump,Tokyo,1964,B,Tatyana SHCHELKANOVA,URS,6.42,meters,6.42
364,W,Long Jump,Tokyo,1964,S,Irena KIRSZENSTEIN,POL,6.6,meters,6.6
367,W,Long Jump,Tokyo,1964,G,Mary RAND,GBR,6.76,meters,6.76
420,M,Long Jump,Tokyo,1964,B,Igor TER-OVANESYAN,URS,7.99,meters,7.99
422,M,Long Jump,Tokyo,1964,S,Ralph BOSTON,USA,8.03,meters,8.03
425,M,Long Jump,Tokyo,1964,G,Lynn DAVIES,GBR,8.07,meters,8.07
363,W,Long Jump,Montreal,1976,B,Lidia ALFEEVA,URS,6.6,meters,6.6
365,W,Long Jump,Montreal,1976,S,Catherine Laverne MCMILLAN,USA,6.66,meters,6.66
366,W,Long Jump,Montreal,1976,G,Angela VOIGT,GDR,6.72,meters,6.72
421,M,Long Jump,Montreal,1976,B,Frank WARTENBERG,GDR,8.02,meters,8.02
426,M,Long Jump,Montreal,1976,S,Randel Luvelle WILLIAMS,USA,8.11,meters,8.11
443,M,Long Jump,Montreal,1976,G,Arnie ROBINSON,USA,8.35,meters,8.35
374,W,Long Jump,Moscow,1980,B,Tatiana SKACHKO,URS,7.01,meters,7.01
377,W,Long Jump,Moscow,1980,S,Brigitte WUJAK,GDR,7.04,meters,7.04
380,W,Long Jump,Moscow,1980,G,Tatiana KOLPAKOVA,URS,7.06,meters,7.06
431,M,Long Jump,Moscow,1980,B,Valeri PODLUZHNYI,URS,8.18,meters,8.18
433,M,Long Jump,Moscow,1980,S,Frank PASCHEK,GDR,8.21,meters,8.21
449,M,Long Jump,Moscow,1980,G,Lutz DOMBROWSKI,GDR,8.54,meters,8.54
381,W,Long Jump,Barcelona,1992,B,Jackie JOYNER,USA,7.07,meters,7.07
385,W,Long Jump,Barcelona,1992,S,Inessa KRAVETS,EUN,7.12,meters,7.12
388,W,Long Jump,Barcelona,1992,G,Heike DRECHSLER,GER,7.14,meters,7.14
442,M,Long Jump,Barcelona,1992,B,Joe GREENE,USA,8.34,meters,8.34
452,M,Long Jump,Barcelona,1992,S,Mike POWELL,USA,8.64,meters,8.64
453,M,Long Jump,Barcelona,1992,G,Carl LEWIS,USA,8.67,meters,8.67
373,W,Long Jump,Atlanta,1996,B,Jackie JOYNER,USA,7,meters,7
375,W,Long Jump,Atlanta,1996,S,Fiona MAY,ITA,7.02,meters,7.02
387,W,Long Jump,Atlanta,1996,G,Chioma AJUNWA,NGR,7.12,meters,7.12
435,M,Long Jump,Atlanta,1996,B,Joe GREENE,USA,8.24,meters,8.24
437,M,Long Jump,Atlanta,1996,S,James BECKFORD,JAM,8.29,meters,8.29
448,M,Long Jump,Atlanta,1996,G,Carl LEWIS,USA,8.5,meters,8.5
368,W,Long Jump,Sydney,2000,B,Tatyana KOTOVA,RUS,6.83,meters,6.83
371,W,Long Jump,Sydney,2000,S,Fiona MAY,ITA,6.92,meters,6.92
372,W,Long Jump,Sydney,2000,G,Heike DRECHSLER,GER,6.99,meters,6.99
